ImageName,LineName,X1,Y1,X2,Y2,Length_px,Length_mm,MPP_X,MPP_Y
AI-LNCO2-0019_D_HE,Line1,24862.687248353035,7428.762142643194,21539.6654440416,19955.636397175418,12960.133197648529,6.426930052713906,0.4959,0.4959
AI-LNCO2-0019_E_HE,Line1,37310.72481743492,10872.592586912324,33386.29162405285,18506.9083479388,8583.935753975344,4.256773740396373,0.4959,0.4959
AI-LNCO2-0020_D_HE,Line1,35459.30085959886,38783.63323782234,34583.33308123075,21545.112834062653,17260.762012714797,7.9381723752367535,0.459896983075791,0.459896983075791
AI-LNCO2-0020_E_HE,Line1,12503.429260473034,15257.411691373873,36713.87944746188,15214.270206796113,24210.488624651083,11.13433067726779,0.459896983075791,0.459896983075791
AI-LNCO2-0020_F_HE,Line1,45475.26663956562,42434.27656020939,42803.71310059948,12367.609080244452,30185.123681415385,13.882047314852551,0.459896983075791,0.459896983075791
AI-LNCO2-0022_D_HE,Line1,20645.335802517962,20585.386113952245,25138.377407059925,11188.979470663575,10415.367524297184,4.789996102049846,0.459896983075791,0.459896983075791
AI-LNCO2-0022_E_HE,Line1,25216.018043215285,34223.40259217492,33739.83231338091,29406.80828052029,9790.556188253193,4.50264725361166,0.459896983075791,0.459896983075791
AI-LNCO2-0023_C_HE,Line1,21582.119580161816,45204.11841796139,95213.60991095433,34056.402681208565,74470.58435705361,32.851287819071686,0.4411310600379373,0.4411310600379373
AI-LNCO2-0024_C_HE,Line1,79335.54440208751,32083.065680403848,103202.03565913584,30672.580942978406,23908.134015796266,10.546620501917275,0.4411310600379373,0.4411310600379373
AI-LNCO2-0024_D_HE,Line1,31486.717777026504,34387.45301561438,37606.65285666037,18543.773684601318,16984.574770152583,7.81115469561837,0.459896983075791,0.459896983075791
AI-LNCO2-0024_E_HE,Line1,47058.63140055005,14019.23000745595,53528.36513338709,27328.42703008825,14798.384369959238,6.805732326140195,0.459896983075791,0.459896983075791
AI-LNCO2-0024_F_HE,Line1,32886.63601067807,36293.91265753981,49989.44514391654,24055.45588063833,21030.594488222894,9.671906957424067,0.459896983075791,0.459896983075791
AI-LNCO2-0024_G_HE,Line1,32133.34264726884,10916.913630704406,28082.826194403133,30460.65551578145,19959.07138134063,9.179116713272917,0.459896983075791,0.459896983075791
AI-LNCO2-0026_D_HE,Line1,46452.05139057378,23265.140314315126,17508.890342723447,7647.672685576897,32887.868075880004,15.125031307891833,0.459896983075791,0.459896983075791
AI-LNCO2-0027_D_HE,Line1,17291.24113123865,11465.606266384324,17527.919357132258,33369.38902230665,21905.061415144497,10.074071658914873,0.459896983075791,0.459896983075791
AI-LNCO2-0027_E_HE,Line1,19396.914607896542,9847.297802630443,21530.487898159387,26748.90882375613,17035.74448312607,7.8346874922397305,0.459896983075791,0.459896983075791
AI-LNCO2-0028_D_HE,Line1,14842.27410408688,23992.779061571713,10561.871317213137,34568.243551815525,11408.869234165335,5.246904541098848,0.459896983075791,0.459896983075791
AI-LNCO2-0028_E_HE,Line1,25569.60740105568,16797.882719397916,9661.02247363199,24229.22599901544,17558.69976201452,8.075193047284088,0.459896983075791,0.459896983075791
AI-LNCO2-0029_D_HE,Line1,24576.88047597667,30807.89190491956,20203.74477040575,21856.52479655627,9962.494115834019,4.5817209877823855,0.459896983075791,0.459896983075791
AI-LNCO2-0029_E_HE,Line1,18581.58838009461,8186.861056764885,20055.76600191409,14486.436362159973,6469.764191144602,2.975425032719188,0.459896983075791,0.459896983075791
AI-LNCO2-0030_E_HE,Line1,23420.59341906138,14499.409572840188,21593.99232485961,26187.009327768897,11829.474189022465,5.440339490904371,0.459896983075791,0.459896983075791
AI-LNCO2-0030_F_HE,Line1,27952.1512259777,19347.813434326785,20637.114158296758,27933.119258052877,11279.062167948689,5.187206662963893,0.459896983075791,0.459896983075791
AI-LNCO2-0030_G_HE,Line1,33284.073391247395,25740.29771478816,34113.985627526024,35447.755993683655,9742.869215812232,4.480716158854044,0.459896983075791,0.459896983075791
AI-LNCO2-0031_F_HE,Line1,30964.061130518163,6100.344163660446,14324.80320829388,27853.46710590597,27387.28285067272,12.595328757667733,0.459896983075791,0.459896983075791
AI-LNCO2-0032_F_HE,Line1,53025.22953475831,23641.276761190195,39731.19566066416,14257.51105635377,16272.258461837037,8.069412971224986,0.4959,0.4959
AI-LNCO2-0033_D_HE,Line1,29486.191505179657,26959.50163577321,37537.92673651955,23231.86267616022,8872.752247686434,4.080551990289934,0.459896983075791,0.459896983075791
AI-LNCO2-0033_E_HE,Line1,39916.29956753788,28626.44419711481,34436.49628493257,18500.720740126744,11513.40607915183,5.2949807207283985,0.459896983075791,0.459896983075791
AI-LNCO2-0034_E_HE,Line1,29628.550353139162,2738.4734445855993,21807.981985271683,23852.6955290541,22516.031262830194,10.355054848615799,0.459896983075791,0.459896983075791
AI-LNCO2-0034_F_HE,Line1,32587.02238863768,32581.13741794598,44471.365602704274,14734.881162935675,21441.233079028483,9.860758406470053,0.459896983075791,0.459896983075791
AI-LNCO2-0035_C_HE,Line1,83994.8423897954,63018.20368547866,63633.67691631282,40565.19444410069,30310.30655456892,13.370817660491825,0.4411310600379373,0.4411310600379373
AI-LNCO2-0035_D_HE,Line1,50846.48505969302,27845.831120375013,25809.578313471,11440.11468826942,29933.16273081876,13.766171233820254,0.459896983075791,0.459896983075791
AI-LNCO2-0035_E_HE,Line1,38691.36800724053,51643.80775162553,45992.09607163904,19087.248969200096,33365.10377660795,14.71838359725085,0.4411310600379373,0.4411310600379373
AI-LNCO2-0036_D_HE,Line1,33115.7031496864,4770.915507457039,28072.810165868596,21074.2442302415,17065.441602531348,7.8483451078602595,0.459896983075791,0.459896983075791
AI-LNCO2-0036_E_HE,Line1,14582.198779756702,36101.50225906182,11656.82578602036,21249.608598554238,15137.257098150483,6.96157887148201,0.459896983075791,0.459896983075791
AI-LNCO2-0036_F_HE,Line1,28365.034269056738,4176.678970093239,31436.675912479903,19973.693136269518,16092.875409695602,7.401064849933592,0.459896983075791,0.459896983075791
AI-LNCO2-0037_C_HE,Line1,79001.83455738917,69798.23983257658,41617.18311972791,25170.582906183932,58217.17895823561,25.681405866264768,0.4411310600379373,0.4411310600379373
AI-LNCO2-0037_E_HE,Line1,35392.35308490857,20144.74153680211,24637.04309382327,34821.64764623874,18195.83100464383,8.368207783592638,0.459896983075791,0.459896983075791
AI-LNCO2-0037_F_HE,Line1,39660.557112996525,44111.5442132693,33052.13165607897,26666.960105881764,18654.350744514097,8.229013518246987,0.4411310600379373,0.4411310600379373
AI-LNCO2-0037_G_HE,Line1,61523.66446511394,27747.967943770745,11060.284025490124,27615.8443743475,50463.553402746074,22.261040805834433,0.4411310600379373,0.4411310600379373
AI-LNCO2-0038_D_HE,Line1,17997.287049707025,20011.063523084977,11914.289704627772,30220.896267226573,11884.592604022537,5.465688283674823,0.459896983075791,0.459896983075791
AI-LNCO2-0038_E_HE,Line1,33236.35424753907,28944.821071085666,37109.14236895167,22107.368861351297,7858.068500194937,3.6139019960425576,0.459896983075791,0.459896983075791
AI-LNCO2-0038_F_HE,Line1,20699.224753602317,762.9512585332159,35493.54724877556,21984.98585453329,25869.8034489057,11.897444558915424,0.459896983075791,0.459896983075791
AI-LNCO2-0039_C_HE,Line1,69290.78317323115,42690.20803003884,64131.3994428028,49332.4571683472,8410.631016348707,3.710190575829859,0.4411310600379373,0.4411310600379373
AI-LNCO2-0039_D_HE,Line1,6819.946561973235,18306.006142570706,12059.646571643889,19598.41357437654,5396.737269974295,2.4819431889138586,0.459896983075791,0.459896983075791
AI-LNCO2-0039_E_HE,Line1,37066.21792243639,24346.033247481537,37288.02706049152,16553.781788849417,7795.407756383187,3.5850845090062484,0.459896983075791,0.459896983075791
AI-LNCO2-0039_F_HE,Line1,33852.37791643816,18541.236369724225,39599.43478727762,24391.843814813044,8201.113958066411,3.771667567175502,0.459896983075791,0.459896983075791
AI-LNCO2-0039_G_HE,Line1,39352.32233862274,31375.43253737385,43026.34081494307,37774.60108187392,7378.873208374184,3.39352152703007,0.459896983075791,0.459896983075791
AI-LNCO2-0039_H_HE,Line1,32450.916042648016,31810.507677627465,36936.58130158622,30303.551002222463,4732.030350366835,2.176246481956786,0.459896983075791,0.459896983075791
AI-LNCO2-0039_L_HE,Line1,21541.029609249093,15059.403047435517,40110.145451063276,34250.94735322111,26704.445996643444,12.281294148566705,0.459896983075791,0.459896983075791
AI-LNCO2-0040_C_HE,Line1,107355.18313300033,24854.14340202904,101175.42606226196,6528.01119857961,19340.02375881806,8.531485181886303,0.4411310600379373,0.4411310600379373
AI-LNCO2-0040_D_HE,Line1,40390.59682950094,16941.715481430394,22989.046233788107,13222.701093037831,17794.522504305205,8.183647215004234,0.459896983075791,0.459896983075791
AI-LNCO2-0040_E_HE,Line1,29730.83694020244,11636.734285685332,26632.604730453917,30799.729646854557,19411.837471958093,8.927445489311118,0.459896983075791,0.459896983075791
AI-LNCO2-0040_F_HE,Line1,26252.750326492518,35713.69315888411,34333.40733059874,10453.559229165197,26521.14974440866,12.19699675515483,0.459896983075791,0.459896983075791
AI-LNCO2-0041_D_HE,Line1,18695.052039614457,16004.760592022962,22828.5770295885,31223.825176390797,15770.413934513554,7.252765790339199,0.459896983075791,0.459896983075791
AI-LNCO2-0041_E_HE,Line1,40387.842719436936,33324.13639234815,23037.87411188239,4154.116863801477,33939.821006878075,15.608821287195582,0.459896983075791,0.459896983075791
AI-LNCO2-0042_A_HE,Line1,23544.315707272945,16427.024946059297,31582.588418121744,27608.044660500265,13770.585682123114,6.333050810395103,0.459896983075791,0.459896983075791
AI-LNCO2-0042_E_HE,Line1,35795.20876476431,32507.42848843691,8706.601365857336,36408.2446965568,27368.029119789546,12.586474024921609,0.459896983075791,0.459896983075791
AI-LNCO2-0042_F_HE,Line1,40544.641833810885,32568.481375358162,13433.581661891123,12763.323782234964,33574.60127736292,15.440857835431805,0.459896983075791,0.459896983075791
AI-LNCO2-0042_G_HE,Line1,22461.090352541465,19339.96897062308,15808.622499981142,26463.962099208646,9747.133251653173,4.482677176073019,0.459896983075791,0.459896983075791
AI-LNCO2-0043_F_HE,Line1,28567.719340324402,3070.768065606631,26902.607093781895,8779.938184152728,5947.034743137582,2.735023336615886,0.459896983075791,0.459896983075791
AI-LNCO2-0044_C_HE,Line1,61388.0613842344,60868.754611769866,70862.87158915441,81621.46455663462,22813.307486529535,10.063658514504185,0.4411310600379373,0.4411310600379373
AI-LNCO2-0044_E_HE,Line1,37552.64525203838,25716.684382538973,30865.866919885986,38418.025235675,14353.991219548832,6.601357256966902,0.459896983075791,0.459896983075791
AI-LNCO2-0044_F_HE,Line1,22277.859369668604,19654.54630539248,20086.342740201733,36016.04136827564,16507.61236005922,7.591801122175873,0.459896983075791,0.459896983075791
AI-LNCO2-0044_K_HE,Line1,20862.922397868722,38990.86011695522,16173.772548971136,33573.02275991527,7165.269564556094,3.2952858556641345,0.459896983075791,0.459896983075791
AI-LNCO2-0045_D_HE,Line1,7766.623809836277,16797.6718772678,9997.551436837572,8066.165031714201,9012.005873881075,3.975475704213276,0.4411310600379373,0.4411310600379373
AI-LNCO2-0045_E_HE,Line1,30514.93458424205,21080.516248379496,14094.19422950843,16888.89684120236,16947.282586072648,7.475972731956702,0.4411310600379373,0.4411310600379373
AI-LNCO2-0045_F_HE,Line1,49027.14919714132,36763.957301882154,47507.62886660245,24546.025538443624,12312.059072753067,5.431231670013263,0.4411310600379373,0.4411310600379373
AI-LNCO2-0048_C_HE,Line1,70882.79370218489,45249.883641429704,66519.55604448983,70739.56633772625,25860.428589167044,11.407838276574637,0.4411310600379373,0.4411310600379373
AI-LNCO2-0048_E_HE,Line1,22634.651082952514,5957.361179237429,25163.531531560344,27676.683003951235,21866.050783093877,10.05613078692691,0.459896983075791,0.459896983075791
AI-LNCO2-0048_F_HE,Line1,32236.05688515138,28666.603271527692,24508.260898004148,15471.14767471875,15291.791236683992,7.0326486555757874,0.459896983075791,0.459896983075791
AI-LNCO2-0048_G_HE,Line1,37081.788203726595,13676.005799637667,22331.73097071805,10407.12957741939,15107.936329400245,6.9480943383923135,0.459896983075791,0.459896983075791
AI-LNCO2-0049_D_HE,Line1,52723.24609257249,60794.70993487493,14715.28260515007,76762.37488548433,41225.86096658449,18.186007749166038,0.4411310600379373,0.4411310600379373
AI-LNCO2-0049_E_HE,Line1,36910.056472192206,36323.17281911431,38381.286774897606,5390.103117238473,30968.037067026184,15.357049581538286,0.4959,0.4959
AI-LNCO2-0050_E_HE,Line1,33210.09249013239,22017.90323943152,13271.057151068384,20692.65013532455,19983.028450222166,9.909583808465172,0.4959,0.4959
AI-LNCO2-0050_F_HE,Line1,15085.133907042165,4750.602828673406,9114.982427159874,8077.800990023246,6834.687724953531,3.389321642804456,0.4959,0.4959
